법정동,단지명,floor,지번,area,transaction_price,construction_year,위도,경도,가장 가까운 학교,school_distance,가장 가까운 역,subway_distance,가장 가까운 마트,mart_distance,construction_company,단지 고유번호,number_of_buildings,total_floors
숭인동,익성씨티하임,10,1392,15.76,"11,300",2013,37.5737233,127.0227299,서울장로회신학,114,신설동역 2호선,227,이마트 청계천점,276,알 수 없음,1.11101E+13,1,15
숭인동,익성씨티하임,10,1392,15.76,"11,300",2013,37.5737233,127.0227299,서울장로회신학,114,신설동역 2호선,227,이마트 청계천점,276,알 수 없음,1.11101E+13,1,15
숭인동,삼전솔하임4차,12,318-2,15.09,"13,400",2014,37.5713352,127.0167111,오디세이학교,147,동묘앞역 6호선,127,홈플러스익스프레스 숭인점,277,삼전건설,1.11101E+13,1,17
숭인동,종로중흥S클래스,16,202-3,19.466,"13,900",2013,37.573559,127.0217102,서울장로회신학,151,신설동역 2호선,315,이마트 청계천점,245,중흥건설,1.11101E+13,1,16
숭인동,숭인한양LEEPS,3,1421-2,12.78,"12,100",2014,37.5736251,127.0223827,서울장로회신학,125,신설동역 2호선,259,이마트 청계천점,257,한양건설,1.11101E+13,1,11
숭인동,종로중흥S클래스,6,202-3,17.811,"12,500",2013,37.573559,127.0217102,서울장로회신학,151,신설동역 2호선,315,이마트 청계천점,245,중흥건설,1.11101E+13,1,16
숭인동,롯데캐슬천지인,20,76,84.95,"78,000",2004,37.5738554,127.0161891,오디세이학교,275,동묘앞역 1호선,72,홈플러스익스프레스 숭인점,38,롯데건설,1.11101E+13,2,30
숭인동,종로센트레빌,5,02월 01일,114.67,"87,500",2008,37.5809832,127.0159311,서울명신초등학교,165,창신역 6호선,182,GS더프레시 성북보문점,282,동부건설,1.11101E+13,6,12
숭인동,종로중흥S클래스,15,202-3,19.466,"13,950",2013,37.573559,127.0217102,서울장로회신학,151,신설동역 2호선,315,이마트 청계천점,245,중흥건설,1.11101E+13,1,16
숭인동,종로센트레빌,7,02월 01일,59.92,"65,000",2008,37.5809832,127.0159311,서울명신초등학교,165,창신역 6호선,182,GS더프레시 성북보문점,282,동부건설,1.11101E+13,6,12
숭인동,종로센트레빌,12,02월 01일,84.92,"81,000",2008,37.5809832,127.0159311,서울명신초등학교,165,창신역 6호선,182,GS더프레시 성북보문점,282,동부건설,1.11101E+13,6,12
숭인동,종로센트레빌,11,02월 01일,84.92,"84,500",2008,37.5809832,127.0159311,서울명신초등학교,165,창신역 6호선,182,GS더프레시 성북보문점,282,동부건설,1.11101E+13,6,12
숭인동,숭인상가,5,204-11,78.75,"41,000",1979,37.5721394,127.0205709,서울다솜관광고등학교,208,동묘앞역 1호선,390,이마트 청계천점,139,알 수 없음,1.11101E+13,1,8
숭인동,삼전솔하임4차,10,318-2,15.09,"12,500",2014,37.5713352,127.0167111,오디세이학교,147,동묘앞역 6호선,127,홈플러스익스프레스 숭인점,277,삼전건설,1.11101E+13,1,17
숭인동,종로센트레빌,6,02월 01일,59.92,"72,400",2008,37.5809832,127.0159311,서울명신초등학교,165,창신역 6호선,182,GS더프레시 성북보문점,282,동부건설,1.11101E+13,6,12
숭인동,종로센트레빌,5,02월 01일,84.92,"88,000",2008,37.5809832,127.0159311,서울명신초등학교,165,창신역 6호선,182,GS더프레시 성북보문점,282,동부건설,1.11101E+13,6,12
숭인동,숭인상가,4,204-11,78.75,"38,500",1979,37.5721394,127.0205709,서울다솜관광고등학교,208,동묘앞역 1호선,390,이마트 청계천점,139,알 수 없음,1.11101E+13,1,8
숭인동,종로센트레빌,11,02월 01일,59.92,"71,500",2008,37.5809832,127.0159311,서울명신초등학교,165,창신역 6호선,182,GS더프레시 성북보문점,282,동부건설,1.11101E+13,6,12
숭인동,종로청계힐스테이트,10,766,59.9426,"78,200",2009,37.5760349,127.0211589,서울장로회신학,189,신설동역 우이신설선,189,GS더프레시 성북보문점,516,현대건설,1.11101E+13,6,13
숭인동,종로청계힐스테이트,13,766,84.9478,"95,000",2009,37.5760349,127.0211589,서울장로회신학,189,신설동역 우이신설선,189,GS더프레시 성북보문점,516,현대건설,1.11101E+13,6,13
