법정동,단지명,floor,지번,area,transaction_price,construction_year,deal_year,위도,경도,가장 가까운 학교,school_distance,가장 가까운 역,subway_distance,가장 가까운 마트,mart_distance,construction_company,단지 고유번호,number_of_buildings,total_floors
평창동,롯데낙천대,1,72,87.27,"63,000",2001,2019,37.6091348,126.9756964,서울예술고등학교,720,,,GS더프레시 종로평창점,654,알 수 없음,11110100000075,3,14
사직동,광화문스페이스본(101동~105동),14,9,107.91,"120,000",2008,2019,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,11110120085968,5,14
숭인동,종로중흥S클래스,16,202-3,19.466,"13,900",2013,2019,37.5735590,127.0217102,서울장로회신학,151,신설동역 2호선,315,이마트 청계천점,245,중흥건설,11110120177603,1,16
무악동,무악다온채,8,66-1,64.12,"39,500",2011,2019,37.5761547,126.9579140,서울독립문초등학교,293,독립문역 3호선,187,GS더프레시 무악현대점,226,알 수 없음,11110120145841,1,9
익선동,현대뜨레비앙,2,55,46.64,"29,000",2003,2019,37.5751303,126.9900570,서울교동초등학교,168,종로3가역 5호선,283,,,현대건설,11110100051191,1,9
사직동,광화문스페이스본(101동~105동),5,9,94.51,"104,500",2008,2019,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,11110120085968,5,14
숭인동,숭인한양LEEPS,3,1421-2,12.78,"12,100",2014,2019,37.5736251,127.0223827,서울장로회신학,125,신설동역 2호선,259,이마트 청계천점,257,한양건설,11110120287170,1,11
명륜2가,아남1,13,4,84.9,"85,800",1995,2019,37.5855466,126.9994103,동성중학교,279,혜화역 4호선,448,홈플러스익스프레스 명륜2점,95,알 수 없음,11110100000026,3,20
숭인동,종로중흥S클래스,6,202-3,17.811,"12,500",2013,2019,37.5735590,127.0217102,서울장로회신학,151,신설동역 2호선,315,이마트 청계천점,245,중흥건설,11110120177603,1,16
내수동,경희궁의아침3단지,8,72,174.55,"167,000",2004,2019,37.5735980,126.9720984,서울덕수초등학교,592,경복궁역 3호선,282,서서울농협하나로마트 사직점,223,쌍용,11110100248193,1,16
인의동,효성쥬얼리시티,13,48-2,98.39,"85,000",2006,2019,37.5714980,126.9986561,서울효제초등학교,431,종로5가역 1호선,261,노브랜드 동대문두타몰점,939,효성건설,11110120056290,1,19
무악동,인왕산아이파크,6,60,157.289,"134,800",2008,2019,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,11110120090893,17,15
사직동,광화문스페이스본(101동~105동),6,9,159.01,"148,000",2008,2019,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,11110120085968,5,14
내수동,경희궁의아침3단지,8,72,174.55,"167,000",2004,2019,37.5735980,126.9720984,서울덕수초등학교,592,경복궁역 3호선,282,서서울농협하나로마트 사직점,223,쌍용,11110100248193,1,16
평동,경희궁자이(3단지),16,233,84.836,"141,000",2017,2019,37.5686050,126.9660555,서울금화초등학교,266,서대문역 5호선,320,하나로마트 서대문점,349,GS건설,11110120348219,8,20
창신동,두산,6,232,59.95,"59,500",1999,2019,37.5742210,127.0142935,서울창신초등학교,198,동묘앞역 1호선,214,홈플러스익스프레스 숭인점,143,알 수 없음,11110100000035,3,23
동숭동,동성아파트(1동),1,4-161,49.56,"23,000",1999,2019,37.5834415,127.0062600,동성고등학교,335,혜화역 4호선,411,롯데슈퍼프레시 대학로점,327,알 수 없음,11110100248201,1,5
홍파동,경희궁자이(2단지),15,199,84.944,"146,000",2017,2019,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
창신동,MID그린(6동),2,601-7,59.04,"20,000",2002,2019,37.5776032,127.0097354,서일문화예술고등학교,335,창신역 6호선,530,롯데슈퍼프레시 대학로점,618,알 수 없음,11110100050450,1,8
홍파동,경희궁자이(2단지),13,199,116.986,"194,500",2017,2019,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
무악동,현대,3,82,84.92,"81,000",2000,2019,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
평창동,롯데캐슬로잔,5,108,219.775,"170,000",2009,2019,37.6099870,126.9774201,서울예술고등학교,899,,,GS더프레시 종로평창점,832,롯데건설,11110120116601,6,11
내수동,세종로대우,13,167,109.91,"78,500",1994,2019,37.5727874,126.9732496,서울덕수초등학교,475,광화문역 5호선,307,홈플러스익스프레스 광화문점,280,알 수 없음,11110100000014,1,15
사직동,광화문스페이스본(106동),1,9-1,163.33,"148,000",2008,2019,37.5735582,126.9677738,서울매동초등학교,449,경복궁역 3호선,579,서서울농협하나로마트 사직점,233,풍림산업,11110120085969,1,13
명륜2가,아남1,6,4,84.9,"80,000",1995,2019,37.5855466,126.9994103,동성중학교,279,혜화역 4호선,448,홈플러스익스프레스 명륜2점,95,알 수 없음,11110100000026,3,20
무악동,인왕산아이파크,5,60,84.858,"93,000",2008,2019,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,11110120090893,17,15
평창동,삼성,6,596,59.97,"38,500",1998,2019,37.6109361,126.9786911,,,,,GS더프레시 종로평창점,979,알 수 없음,11110100000077,2,15
사직동,광화문스페이스본(101동~105동),5,9,94.51,"106,000",2008,2019,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,11110120085968,5,14
무악동,현대,11,82,84.92,"81,900",2000,2019,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
무악동,현대,19,82,84.92,"86,950",2000,2019,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
창신동,두산,13,232,59.95,"60,000",1999,2019,37.5742210,127.0142935,서울창신초등학교,198,동묘앞역 1호선,214,홈플러스익스프레스 숭인점,143,알 수 없음,11110100000035,3,23
무악동,경희궁롯데캐슬,11,89,84.8792,"115,000",2019,2019,37.5738242,126.9593223,서울독립문초등학교,99,독립문역 3호선,143,GS더프레시 무악현대점,61,롯데건설,11110120400214,4,15
무악동,현대,17,82,84.92,"80,990",2000,2019,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
홍파동,경희궁자이(2단지),2,199,59.895,"112,500",2017,2019,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
무악동,현대,3,82,84.92,"74,950",2000,2019,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
내수동,경희궁의아침3단지,12,72,174.55,"178,000",2004,2019,37.5735980,126.9720984,서울덕수초등학교,592,경복궁역 3호선,282,서서울농협하나로마트 사직점,223,쌍용,11110100248193,1,16
홍파동,경희궁자이(2단지),9,199,84.614,"150,000",2017,2019,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
연건동,이화에수풀,11,195-10,19.86,"23,500",2014,2019,37.5754421,127.0018467,홍익대학교 대학로캠퍼스,113,종로5가역 1호선,496,롯데슈퍼프레시 대학로점,650,알 수 없음,11110120284458,1,13
사직동,광화문스페이스본(101동~105동),2,9,121.37,"117,500",2008,2019,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,11110120085968,5,14
홍파동,경희궁자이(2단지),10,199,59.855,"129,000",2017,2019,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
무악동,경희궁롯데캐슬,15,89,84.8792,"133,500",2019,2019,37.5738242,126.9593223,서울독립문초등학교,99,독립문역 3호선,143,GS더프레시 무악현대점,61,롯데건설,11110120400214,4,15
창신동,두산,14,232,84.9,"85,000",1999,2019,37.5742210,127.0142935,서울창신초등학교,198,동묘앞역 1호선,214,홈플러스익스프레스 숭인점,143,알 수 없음,11110100000035,3,23
무악동,현대,5,82,60,"63,490",2000,2019,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
교북동,경희궁자이(4단지),19,126,37.2635,"76,000",2017,2019,37.5715566,126.9614259,대신고등학교,219,독립문역 3호선,447,농협하나로유통 풍기인삼하나로마트 서대문점,151,GS건설,11110120356297,3,19
무악동,인왕산2차아이파크,10,88,112.8144,"120,500",2015,2019,37.5757509,126.9596227,서울독립문초등학교,170,독립문역 3호선,207,GS더프레시 무악현대점,162,HDC현대산업개발,11110120334543,5,16
홍파동,경희궁자이(2단지),17,199,84.836,"150,000",2017,2019,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
평동,경희궁자이(3단지),14,233,84.836,"148,000",2017,2019,37.5686050,126.9660555,서울금화초등학교,266,서대문역 5호선,320,하나로마트 서대문점,349,GS건설,11110120348219,8,20
창신동,창신쌍용2,12,703,54.7,"41,000",1993,2019,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,11110100050202,7,13
홍파동,경희궁자이(2단지),1,199,84.836,"150,000",2017,2019,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
숭인동,롯데캐슬천지인,20,76,84.95,"78,000",2004,2019,37.5738554,127.0161891,오디세이학교,275,동묘앞역 1호선,72,홈플러스익스프레스 숭인점,38,롯데건설,11110100256532,2,30
창신동,동대문맨션,5,578-5,83.83,"32,000",1973,2019,37.5724054,127.0110298,서울창신초등학교,493,동대문역 1호선,88,노브랜드 동대문두타몰점,429,LH,11110100000032,1,9
사직동,광화문스페이스본(101동~105동),6,9,146.92,"137,000",2008,2019,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,11110120085968,5,14
홍파동,경희궁자이(2단지),13,199,84.836,"152,500",2017,2019,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
교북동,경희궁자이(4단지),12,126,45.879,"96,500",2017,2019,37.5715566,126.9614259,대신고등학교,219,독립문역 3호선,447,농협하나로유통 풍기인삼하나로마트 서대문점,151,GS건설,11110120356297,3,19
홍파동,경희궁자이(2단지),5,199,84.934,"150,500",2017,2019,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
교북동,경희궁자이(4단지),19,126,45.879,"95,000",2017,2019,37.5715566,126.9614259,대신고등학교,219,독립문역 3호선,447,농협하나로유통 풍기인삼하나로마트 서대문점,151,GS건설,11110120356297,3,19
숭인동,종로센트레빌,5,2-1,114.67,"87,500",2008,2019,37.5809832,127.0159311,서울명신초등학교,165,창신역 6호선,182,GS더프레시 성북보문점,282,동부건설,11110120096301,6,12
인의동,효성쥬얼리시티,7,48-2,103.62,"79,000",2006,2019,37.5714980,126.9986561,서울효제초등학교,431,종로5가역 1호선,261,노브랜드 동대문두타몰점,939,효성건설,11110120056290,1,19
숭인동,종로중흥S클래스,15,202-3,19.466,"13,950",2013,2019,37.5735590,127.0217102,서울장로회신학,151,신설동역 2호선,315,이마트 청계천점,245,중흥건설,11110120177603,1,16
무악동,현대,11,82,114.9,"95,500",2000,2019,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
숭인동,종로센트레빌,7,2-1,59.92,"65,000",2008,2019,37.5809832,127.0159311,서울명신초등학교,165,창신역 6호선,182,GS더프레시 성북보문점,282,동부건설,11110120096301,6,12
홍파동,경희궁자이(2단지),19,199,84.836,"160,000",2017,2019,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
무악동,현대,6,82,84.92,"84,990",2000,2019,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
홍파동,경희궁자이(2단지),20,199,101.991,"188,000",2017,2019,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
내수동,경희궁의아침3단지,13,72,150.48,"160,000",2004,2019,37.5735980,126.9720984,서울덕수초등학교,592,경복궁역 3호선,282,서서울농협하나로마트 사직점,223,쌍용,11110100248193,1,16
홍파동,경희궁자이(2단지),14,199,116.844,"242,000",2017,2019,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
홍파동,경희궁자이(2단지),10,199,84.836,"158,000",2017,2019,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
명륜2가,명륜동주상복합아남아파트,6,237,47.43,"52,000",1999,2019,37.5856190,127.0002684,동성중학교,203,혜화역 4호선,423,홈플러스익스프레스 명륜2점,47,알 수 없음,11110100000027,1,8
명륜2가,아남1,14,4,84.9,"89,800",1995,2019,37.5855466,126.9994103,동성중학교,279,혜화역 4호선,448,홈플러스익스프레스 명륜2점,95,알 수 없음,11110100000026,3,20
숭인동,종로센트레빌,12,2-1,84.92,"81,000",2008,2019,37.5809832,127.0159311,서울명신초등학교,165,창신역 6호선,182,GS더프레시 성북보문점,282,동부건설,11110120096301,6,12
무악동,현대,8,82,84.92,"84,490",2000,2019,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
홍파동,경희궁자이(2단지),2,199,84.614,"157,000",2017,2019,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
무악동,현대,16,82,60,"69,500",2000,2019,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
무악동,인왕산아이파크,17,60,84.858,"109,500",2008,2019,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,11110120090893,17,15
내수동,경희궁의아침3단지,7,72,123.13,"147,500",2004,2019,37.5735980,126.9720984,서울덕수초등학교,592,경복궁역 3호선,282,서서울농협하나로마트 사직점,223,쌍용,11110100248193,1,16
사직동,광화문스페이스본(101동~105동),7,9,159.01,"144,000",2008,2019,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,11110120085968,5,14
무악동,인왕산아이파크,12,60,114.931,"132,000",2008,2019,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,11110120090893,17,15
무악동,현대,17,82,114.9,"98,990",2000,2019,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
사직동,광화문스페이스본(101동~105동),5,9,147.31,"148,500",2008,2019,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,11110120085968,5,14
무악동,현대,16,82,114.9,"109,490",2000,2019,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
명륜2가,아남1,16,4,84.9,"89,800",1995,2019,37.5855466,126.9994103,동성중학교,279,혜화역 4호선,448,홈플러스익스프레스 명륜2점,95,알 수 없음,11110100000026,3,20
평창동,롯데낙천대,11,72,87.27,"67,000",2001,2019,37.6091348,126.9756964,서울예술고등학교,720,,,GS더프레시 종로평창점,654,알 수 없음,11110100000075,3,14
무악동,현대,13,82,84.92,"84,960",2000,2019,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
신문로1가,신문로맨션,10,238,91.53,"58,500",1981,2019,37.5713396,126.9729599,서울덕수초등학교,332,광화문역 5호선,307,홈플러스익스프레스 광화문점,185,알 수 없음,11110100000015,1,10
홍파동,경희궁자이(2단지),20,199,84.907,"160,000",2017,2019,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
창신동,MID그린(2동),4,601-1,59.26,"29,000",2002,2019,37.5779881,127.0097925,서일문화예술고등학교,307,창신역 6호선,511,롯데슈퍼프레시 대학로점,597,알 수 없음,11110100256585,1,7
평동,경희궁자이(3단지),1,233,84.836,"151,500",2017,2019,37.5686050,126.9660555,서울금화초등학교,266,서대문역 5호선,320,하나로마트 서대문점,349,GS건설,11110120348219,8,20
무악동,현대,7,82,60,"70,970",2000,2019,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
무악동,현대,3,82,114.9,"94,950",2000,2019,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
창신동,덕산,3,639-50,59.28,"25,500",1999,2019,37.5761168,127.0099201,서울창신초등학교,386,동대문역 1호선,497,홈플러스익스프레스 숭인점,582,알 수 없음,11110100000030,1,6
창신동,창신쌍용2,11,703,64.66,"50,000",1993,2019,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,11110100050202,7,13
평창동,엘리시아,4,66-1,200.19,"96,500",2009,2019,37.6096834,126.9759355,서울예술고등학교,772,,,GS더프레시 종로평창점,699,알 수 없음,11110120125020,1,5
명륜2가,아남1,16,4,84.8,"90,000",1995,2019,37.5855466,126.9994103,동성중학교,279,혜화역 4호선,448,홈플러스익스프레스 명륜2점,95,알 수 없음,11110100000026,3,20
인의동,효성쥬얼리시티,14,48-2,84.98,"68,500",2006,2019,37.5714980,126.9986561,서울효제초등학교,431,종로5가역 1호선,261,노브랜드 동대문두타몰점,939,효성건설,11110120056290,1,19
창신동,동대문,3,328-17,28.8,"34,100",1966,2019,37.5722773,127.0151913,오디세이학교,267,동묘앞역 6호선,48,홈플러스익스프레스 숭인점,168,LH,11110100000031,1,6
창신동,창신쌍용2,4,703,64.66,"47,500",1993,2019,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,11110100050202,7,13
내수동,경희궁의아침4단지,3,73,124.17,"143,000",2004,2019,37.5726327,126.9722416,서울덕수초등학교,489,경복궁역 3호선,374,서서울농협하나로마트 사직점,304,쌍용,11110100248194,1,16
홍파동,경희궁자이(2단지),6,199,84.614,"170,000",2017,2019,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
인의동,효성쥬얼리시티,16,48-2,98.39,"84,200",2006,2019,37.5714980,126.9986561,서울효제초등학교,431,종로5가역 1호선,261,노브랜드 동대문두타몰점,939,효성건설,11110120056290,1,19
창신동,창신쌍용1,5,702,54.7,"31,000",1992,2020,37.5805198,127.0140202,서울명신초등학교,128,창신역 6호선,166,GS더프레시 성북보문점,442,알 수 없음,11110100000039,5,14
평창동,삼성,6,596,84.93,"53,000",1998,2020,37.6109361,126.9786911,,,,,GS더프레시 종로평창점,979,알 수 없음,11110100000077,2,15
사직동,광화문스페이스본(106동),2,9-1,163.33,"162,000",2008,2020,37.5735582,126.9677738,서울매동초등학교,449,경복궁역 3호선,579,서서울농협하나로마트 사직점,233,풍림산업,11110120085969,1,13
명륜3가,한빛,4,1-30,59.73,"34,500",1999,2020,37.5894209,126.9949159,성균관대학교 인문사회과학캠퍼스,148,한성대입구역 4호선,986,홈플러스익스프레스 명륜점,504,알 수 없음,11110100000028,1,7
창신동,창신쌍용1,1,702,106.62,"68,500",1992,2020,37.5805198,127.0140202,서울명신초등학교,128,창신역 6호선,166,GS더프레시 성북보문점,442,알 수 없음,11110100000039,5,14
창신동,덕산,3,639-50,59.28,"25,500",1999,2020,37.5761168,127.0099201,서울창신초등학교,386,동대문역 1호선,497,홈플러스익스프레스 숭인점,582,알 수 없음,11110100000030,1,6
무악동,현대,3,82,60,"79,000",2000,2020,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
숭인동,종로센트레빌,11,2-1,84.92,"84,500",2008,2020,37.5809832,127.0159311,서울명신초등학교,165,창신역 6호선,182,GS더프레시 성북보문점,282,동부건설,11110120096301,6,12
창신동,덕산,2,639-50,59.22,"33,000",1999,2020,37.5761168,127.0099201,서울창신초등학교,386,동대문역 1호선,497,홈플러스익스프레스 숭인점,582,알 수 없음,11110100000030,1,6
인의동,효성쥬얼리시티,11,48-2,106.81,"84,800",2006,2020,37.5714980,126.9986561,서울효제초등학교,431,종로5가역 1호선,261,노브랜드 동대문두타몰점,939,효성건설,11110120056290,1,19
평창동,삼성,12,596,59.97,"39,000",1998,2020,37.6109361,126.9786911,,,,,GS더프레시 종로평창점,979,알 수 없음,11110100000077,2,15
사직동,광화문스페이스본(101동~105동),4,9,70.8,"98,000",2008,2020,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,11110120085968,5,14
창신동,MID그린(8동),4,602-1,59.94,"28,000",2002,2020,37.5773580,127.0099110,서일문화예술고등학교,340,창신역 6호선,527,롯데슈퍼프레시 대학로점,647,알 수 없음,11110100000045,1,7
사직동,광화문스페이스본(101동~105동),3,9,94.51,"115,000",2008,2020,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,11110120085968,5,14
평창동,롯데낙천대,9,72,110.53,"79,000",2001,2020,37.6091348,126.9756964,서울예술고등학교,720,,,GS더프레시 종로평창점,654,알 수 없음,11110100000075,3,14
평창동,삼성,2,596,84.93,"49,800",1998,2020,37.6109361,126.9786911,,,,,GS더프레시 종로평창점,979,알 수 없음,11110100000077,2,15
무악동,현대,11,82,84.92,"94,990",2000,2020,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
평창동,형우럭스빌(33-1),6,33-1,128.26,"70,000",2005,2020,37.6075762,126.9733935,서울예술고등학교,456,,,GS더프레시 종로평창점,406,알 수 없음,11110120000121,1,6
무악동,현대,2,82,60,"66,000",2000,2020,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
내수동,세종로대우,12,167,66.96,"61,500",1994,2020,37.5727874,126.9732496,서울덕수초등학교,475,광화문역 5호선,307,홈플러스익스프레스 광화문점,280,알 수 없음,11110100000014,1,15
