법정동,단지명,floor,지번,area,transaction_price,construction_year,deal_year,위도,경도,가장 가까운 학교,school_distance,가장 가까운 역,subway_distance,가장 가까운 마트,mart_distance,construction_company,단지 고유번호,number_of_buildings,total_floors
평동,경희궁자이(3단지),17,233,84.836,"185,000",2017,2021,37.5686050,126.9660555,서울금화초등학교,266,서대문역 5호선,320,하나로마트 서대문점,349,GS건설,11110120348219,8,20
무악동,인왕산아이파크,8,60,84.858,"139,800",2008,2021,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,11110120090893,17,15
사직동,광화문스페이스본(101동~105동),5,9,95.88,"134,000",2008,2021,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,11110120085968,5,14
창신동,덕산,4,639-50,59.28,"53,000",1999,2021,37.5761168,127.0099201,서울창신초등학교,386,동대문역 1호선,497,홈플러스익스프레스 숭인점,582,알 수 없음,11110100000030,1,6
사직동,광화문스페이스본(101동~105동),5,9,108.07,"144,000",2008,2021,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,11110120085968,5,14
창신동,두산,14,232,59.95,"79,500",1999,2021,37.5742210,127.0142935,서울창신초등학교,198,동묘앞역 1호선,214,홈플러스익스프레스 숭인점,143,알 수 없음,11110100000035,3,23
숭인동,동문A,2,545,59,"31,000",1996,2021,37.5783684,127.0203834,대광초등학교,300,신설동역 우이신설선,320,GS더프레시 성북보문점,251,알 수 없음,11110100448199,1,5
창신동,덕산,4,639-50,59.28,"53,000",1999,2021,37.5761168,127.0099201,서울창신초등학교,386,동대문역 1호선,497,홈플러스익스프레스 숭인점,582,알 수 없음,11110100000030,1,6
명륜2가,아남1,9,4,84.9,"109,250",1995,2021,37.5855466,126.9994103,동성중학교,279,혜화역 4호선,448,홈플러스익스프레스 명륜2점,95,알 수 없음,11110100000026,3,20
평창동,삼성,1,596,84.98,"50,000",1998,2021,37.6109361,126.9786911,,,,,GS더프레시 종로평창점,979,알 수 없음,11110100000077,2,15
창신동,창신쌍용2,4,703,54.7,"63,300",1993,2021,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,11110100050202,7,13
홍파동,경희궁자이(2단지),2,199,84.944,"172,000",2017,2021,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
내수동,경희궁파크팰리스,5,95,147.62,"175,000",2003,2021,37.5741910,126.9705893,서울매동초등학교,497,경복궁역 3호선,327,서서울농협하나로마트 사직점,77,삼성건설,11110100051894,3,16
홍파동,경희궁자이(2단지),2,199,84.944,"172,000",2017,2021,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
견지동,대성스카이렉스,7,110,149.8,"124,000",2008,2021,37.5724295,126.9825282,서울교동초등학교,573,종각역 1호선,250,홈플러스익스프레스 광화문점,709,알 수 없음,11110120096234,1,15
숭인동,롯데캐슬천지인,25,76,112.54,"119,500",2004,2021,37.5738554,127.0161891,오디세이학교,275,동묘앞역 1호선,72,홈플러스익스프레스 숭인점,38,롯데건설,11110100256532,2,30
교북동,경희궁자이(4단지),14,126,37.2635,"88,000",2017,2021,37.5715566,126.9614259,대신고등학교,219,독립문역 3호선,447,농협하나로유통 풍기인삼하나로마트 서대문점,151,GS건설,11110120356297,3,19
사직동,광화문스페이스본(101동~105동),3,9,151.81,"170,000",2008,2021,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,11110120085968,5,14
무악동,현대,18,82,84.92,"123,460",2000,2021,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
창신동,창신쌍용2,12,703,79.87,"84,000",1993,2021,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,11110100050202,7,13
평창동,삼성,5,596,84.93,"75,700",1998,2021,37.6109361,126.9786911,,,,,GS더프레시 종로평창점,979,알 수 없음,11110100000077,2,15
창신동,창신쌍용2,11,703,54.7,"64,900",1993,2021,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,11110100050202,7,13
창신동,창신쌍용2,2,703,54.7,"61,000",1993,2021,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,11110100050202,7,13
창신동,두산,2,232,59.95,"79,500",1999,2021,37.5742210,127.0142935,서울창신초등학교,198,동묘앞역 1호선,214,홈플러스익스프레스 숭인점,143,알 수 없음,11110100000035,3,23
행촌동,대성아파트,3,41-1,30.28,"21,500",1971,2021,37.5727244,126.9625981,대신고등학교,101,독립문역 3호선,456,농협하나로유통 풍기인삼하나로마트 서대문점,248,알 수 없음,11110100000056,2,8
창신동,창신쌍용2,2,703,54.7,"62,900",1993,2021,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,11110100050202,7,13
무악동,현대,14,82,84.92,"126,990",2000,2021,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
무악동,인왕산아이파크,1,60,84.858,"129,000",2008,2021,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,11110120090893,17,15
창신동,창신쌍용2,12,703,64.66,"68,800",1993,2021,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,11110100050202,7,13
평창동,삼성,12,596,84.93,"74,500",1998,2021,37.6109361,126.9786911,,,,,GS더프레시 종로평창점,979,알 수 없음,11110100000077,2,15
평동,경희궁자이(3단지),16,233,84.836,"197,000",2017,2021,37.5686050,126.9660555,서울금화초등학교,266,서대문역 5호선,320,하나로마트 서대문점,349,GS건설,11110120348219,8,20
인의동,효성쥬얼리시티,8,48-2,106.81,"105,000",2006,2021,37.5714980,126.9986561,서울효제초등학교,431,종로5가역 1호선,261,노브랜드 동대문두타몰점,939,효성건설,11110120056290,1,19
평창동,르트랑시망,1,102,140.49,"100,000",2008,2021,37.6101378,126.9748548,서울예술고등학교,731,,,GS더프레시 종로평창점,644,알 수 없음,11110120090775,1,5
숭인동,종로센트레빌,2,2-1,59.92,"98,000",2008,2021,37.5809832,127.0159311,서울명신초등학교,165,창신역 6호선,182,GS더프레시 성북보문점,282,동부건설,11110120096301,6,12
창신동,MID그린(6동),6,601-7,59.04,"56,500",2002,2021,37.5776032,127.0097354,서일문화예술고등학교,335,창신역 6호선,530,롯데슈퍼프레시 대학로점,618,알 수 없음,11110100050450,1,8
무악동,현대,5,82,60,"98,950",2000,2021,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
무악동,현대,6,82,60,"94,490",2000,2021,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
창신동,창신쌍용2,4,703,54.7,"67,000",1993,2021,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,11110100050202,7,13
창신동,창신쌍용2,6,703,54.7,"67,800",1993,2021,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,11110100050202,7,13
신교동,신현(101동),1,6-13,84.82,"80,000",2002,2021,37.5835875,126.9678595,서울청운초등학교,292,,,,,알 수 없음,11110100000007,1,5
숭인동,삼전솔하임2차,10,296-19,16.67,"11,700",2012,2021,37.5724122,127.0167423,오디세이학교,137,동묘앞역 6호선,93,홈플러스익스프레스 숭인점,167,삼전건설,11110120164254,1,10
무악동,현대,10,82,114.9,"140,000",2000,2021,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
사직동,광화문스페이스본(101동~105동),8,9,94.51,"138,000",2008,2021,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,11110120085968,5,14
홍파동,경희궁자이(2단지),2,199,84.614,"189,000",2017,2021,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
무악동,현대,10,82,114.9,"139,950",2000,2021,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
내수동,경희궁의아침4단지,13,73,150.48,"205,000",2004,2021,37.5726327,126.9722416,서울덕수초등학교,489,경복궁역 3호선,374,서서울농협하나로마트 사직점,304,쌍용,11110100248194,1,16
창신동,창신쌍용2,7,703,54.7,"69,800",1993,2021,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,11110100050202,7,13
숭인동,숭인상가,8,204-11,78.75,"70,000",1979,2021,37.5721394,127.0205709,서울다솜관광고등학교,208,동묘앞역 1호선,390,이마트 청계천점,139,알 수 없음,11110100000052,1,8
창신동,창신쌍용2,3,703,64.66,"65,500",1993,2021,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,11110100050202,7,13
부암동,부암스카이뷰,1,218-1,81,"49,000",2004,2021,37.5946348,126.9640164,경기상업고등학교,826,,,,,알 수 없음,11110100248234,1,5
교북동,경희궁자이(4단지),7,126,33.982,"85,000",2017,2021,37.5715566,126.9614259,대신고등학교,219,독립문역 3호선,447,농협하나로유통 풍기인삼하나로마트 서대문점,151,GS건설,11110120356297,3,19
무악동,인왕산아이파크,2,60,114.931,"137,500",2008,2021,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,11110120090893,17,15
홍파동,경희궁자이(2단지),8,199,116.986,"250,000",2017,2021,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
교북동,동아,8,101,59.98,"83,500",1995,2021,37.5714640,126.9620635,대신고등학교,224,독립문역 3호선,495,농협하나로유통 풍기인삼하나로마트 서대문점,114,알 수 없음,11110100000055,1,11
홍파동,경희궁자이(2단지),12,199,84.907,"195,000",2017,2021,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
무악동,인왕산아이파크,9,60,114.931,"164,500",2008,2021,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,11110120090893,17,15
무악동,인왕산아이파크,14,60,84.858,"133,000",2008,2021,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,11110120090893,17,15
창신동,창신쌍용2,9,703,54.7,"69,700",1993,2021,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,11110100050202,7,13
홍파동,경희궁자이(2단지),2,199,116.938,"245,000",2017,2021,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
홍파동,경희궁자이(2단지),4,199,101.991,"234,500",2017,2021,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
숭인동,롯데캐슬천지인,26,76,84.95,"112,000",2004,2021,37.5738554,127.0161891,오디세이학교,275,동묘앞역 1호선,72,홈플러스익스프레스 숭인점,38,롯데건설,11110100256532,2,30
평창동,밀레니엄,2,179-5,108.18,"74,700",2017,2021,37.6070020,126.9676054,서울예술고등학교,197,,,GS더프레시 종로평창점,118,알 수 없음,11110120141908,1,5
창신동,덕산,1,639-50,59.28,"61,700",1999,2021,37.5761168,127.0099201,서울창신초등학교,386,동대문역 1호선,497,홈플러스익스프레스 숭인점,582,알 수 없음,11110100000030,1,6
효제동,이지마루종로,15,126-2,19.31,"29,800",2021,2021,37.5737077,127.0038592,서울효제초등학교,92,종로5가역 1호선,365,노브랜드 동대문두타몰점,684,알 수 없음,11110120428530,2,15
창신동,창신쌍용2,8,703,64.66,"76,500",1993,2021,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,11110100050202,7,13
창신동,흥인,5,627-21,56.88,"43,000",1997,2021,37.5772038,127.0092511,서일문화예술고등학교,395,창신역 6호선,587,롯데슈퍼프레시 대학로점,614,알 수 없음,11110100000042,1,5
교북동,경희궁자이(4단지),9,126,37.2635,"89,400",2017,2021,37.5715566,126.9614259,대신고등학교,219,독립문역 3호선,447,농협하나로유통 풍기인삼하나로마트 서대문점,151,GS건설,11110120356297,3,19
효제동,이지마루종로,14,126-2,25.55,"35,500",2021,2021,37.5737077,127.0038592,서울효제초등학교,92,종로5가역 1호선,365,노브랜드 동대문두타몰점,684,알 수 없음,11110120428530,2,15
창신동,덕산,1,639-50,59.28,"61,700",1999,2021,37.5761168,127.0099201,서울창신초등학교,386,동대문역 1호선,497,홈플러스익스프레스 숭인점,582,알 수 없음,11110100000030,1,6
평창동,갑을아파트,9,595,53.33,"30,000",1997,2021,37.6047037,126.9636437,서울세검정초등학교,282,,,GS더프레시 종로구기점,516,갑을건설,11110100000072,1,13
행촌동,대성아파트,7,41-1,19.27,"18,000",1971,2021,37.5727244,126.9625981,대신고등학교,101,독립문역 3호선,456,농협하나로유통 풍기인삼하나로마트 서대문점,248,알 수 없음,11110100000056,2,8
효제동,이지마루종로,8,126-2,20.87,"33,800",2021,2021,37.5737077,127.0038592,서울효제초등학교,92,종로5가역 1호선,365,노브랜드 동대문두타몰점,684,알 수 없음,11110120428530,2,15
홍파동,경희궁자이(2단지),5,199,84.614,"221,800",2017,2021,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
효제동,이지마루종로,11,126-2,20.87,"33,800",2021,2021,37.5737077,127.0038592,서울효제초등학교,92,종로5가역 1호선,365,노브랜드 동대문두타몰점,684,알 수 없음,11110120428530,2,15
창신동,덕산,3,639-50,59.28,"61,700",1999,2021,37.5761168,127.0099201,서울창신초등학교,386,동대문역 1호선,497,홈플러스익스프레스 숭인점,582,알 수 없음,11110100000030,1,6
평창동,삼성,5,596,59.97,"70,000",1998,2021,37.6109361,126.9786911,,,,,GS더프레시 종로평창점,979,알 수 없음,11110100000077,2,15
평창동,삼성,14,596,59.97,"65,000",1998,2021,37.6109361,126.9786911,,,,,GS더프레시 종로평창점,979,알 수 없음,11110100000077,2,15
숭인동,종로센트레빌,7,2-1,59.92,"90,000",2008,2021,37.5809832,127.0159311,서울명신초등학교,165,창신역 6호선,182,GS더프레시 성북보문점,282,동부건설,11110120096301,6,12
창신동,두산,8,232,84.9,"112,500",1999,2021,37.5742210,127.0142935,서울창신초등학교,198,동묘앞역 1호선,214,홈플러스익스프레스 숭인점,143,알 수 없음,11110100000035,3,23
평창동,삼성,6,596,59.97,"66,500",1998,2021,37.6109361,126.9786911,,,,,GS더프레시 종로평창점,979,알 수 없음,11110100000077,2,15
내수동,경희궁의아침2단지,4,71,124.17,"177,000",2004,2021,37.5739773,126.9713123,서울매동초등학교,558,경복궁역 3호선,292,서서울농협하나로마트 사직점,141,쌍용,11110100248192,1,16
효제동,이지마루종로,4,126-2,26.65,"35,000",2021,2021,37.5737077,127.0038592,서울효제초등학교,92,종로5가역 1호선,365,노브랜드 동대문두타몰점,684,알 수 없음,11110120428530,2,15
홍파동,경희궁자이(2단지),5,199,59.895,"170,000",2017,2021,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
숭인동,롯데캐슬천지인,11,76,112.54,"128,500",2004,2021,37.5738554,127.0161891,오디세이학교,275,동묘앞역 1호선,72,홈플러스익스프레스 숭인점,38,롯데건설,11110100256532,2,30
충신동,CS타워,6,62-2,21.94,"14,000",2011,2021,37.5751390,127.0040385,서울효제초등학교,235,종로5가역 1호선,512,롯데슈퍼프레시 대학로점,650,알 수 없음,11110120140653,1,15
신영동,구암하이빌,1,105-22,84.94,"46,000",2002,2021,37.6019220,126.9623250,서울세검정초등학교,165,,,GS더프레시 종로구기점,644,알 수 없음,11110100000093,1,5
무악동,현대,19,82,84.92,"137,990",2000,2021,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
효제동,포레스트힐시티,9,65-2,18.505,"28,500",2017,2021,37.5742239,127.0018283,서울효제초등학교,160,종로5가역 1호선,361,롯데슈퍼프레시 대학로점,780,알 수 없음,11110120347328,1,14
숭인동,할리우드파크아파트,2,56-135,68.77,"61,000",2014,2021,37.5788621,127.0181190,서울동신초등학교,443,창신역 6호선,256,GS더프레시 성북보문점,184,알 수 없음,11110120286232,1,7
효제동,이지마루종로,7,126-2,26.33,"34,800",2021,2021,37.5737077,127.0038592,서울효제초등학교,92,종로5가역 1호선,365,노브랜드 동대문두타몰점,684,알 수 없음,11110120428530,2,15
효제동,이지마루종로,6,126-2,24.44,"34,800",2021,2021,37.5737077,127.0038592,서울효제초등학교,92,종로5가역 1호선,365,노브랜드 동대문두타몰점,684,알 수 없음,11110120428530,2,15
명륜2가,아남1,19,4,84.9,"112,000",1995,2021,37.5855466,126.9994103,동성중학교,279,혜화역 4호선,448,홈플러스익스프레스 명륜2점,95,알 수 없음,11110100000026,3,20
효제동,이지마루종로,12,126-2,26.65,"46,500",2021,2021,37.5737077,127.0038592,서울효제초등학교,92,종로5가역 1호선,365,노브랜드 동대문두타몰점,684,알 수 없음,11110120428530,2,15
명륜2가,아남1,17,4,84.9,"111,500",1995,2021,37.5855466,126.9994103,동성중학교,279,혜화역 4호선,448,홈플러스익스프레스 명륜2점,95,알 수 없음,11110100000026,3,20
창신동,두산,1,232,59.95,"79,500",1999,2021,37.5742210,127.0142935,서울창신초등학교,198,동묘앞역 1호선,214,홈플러스익스프레스 숭인점,143,알 수 없음,11110100000035,3,23
창신동,두산,2,232,59.95,"82,000",1999,2021,37.5742210,127.0142935,서울창신초등학교,198,동묘앞역 1호선,214,홈플러스익스프레스 숭인점,143,알 수 없음,11110100000035,3,23
숭인동,삼전솔하임2차,5,296-19,16.67,"10,900",2012,2021,37.5724122,127.0167423,오디세이학교,137,동묘앞역 6호선,93,홈플러스익스프레스 숭인점,167,삼전건설,11110120164254,1,10
효제동,이지마루종로,13,126-2,24.44,"34,800",2021,2021,37.5737077,127.0038592,서울효제초등학교,92,종로5가역 1호선,365,노브랜드 동대문두타몰점,684,알 수 없음,11110120428530,2,15
평동,경희궁자이(3단지),6,233,84.8359,"209,000",2017,2021,37.5686050,126.9660555,서울금화초등학교,266,서대문역 5호선,320,하나로마트 서대문점,349,GS건설,11110120348219,8,20
교북동,경희궁자이(4단지),6,126,33.982,"80,000",2017,2021,37.5715566,126.9614259,대신고등학교,219,독립문역 3호선,447,농협하나로유통 풍기인삼하나로마트 서대문점,151,GS건설,11110120356297,3,19
명륜2가,아남1,19,4,84.9,"114,000",1995,2021,37.5855466,126.9994103,동성중학교,279,혜화역 4호선,448,홈플러스익스프레스 명륜2점,95,알 수 없음,11110100000026,3,20
숭인동,삼전솔하임2차,7,296-19,15,"10,200",2012,2022,37.5724122,127.0167423,오디세이학교,137,동묘앞역 6호선,93,홈플러스익스프레스 숭인점,167,삼전건설,11110120164254,1,10
명륜2가,아남1,18,4,84.9,"118,000",1995,2022,37.5855466,126.9994103,동성중학교,279,혜화역 4호선,448,홈플러스익스프레스 명륜2점,95,알 수 없음,11110100000026,3,20
연건동,이화에수풀,7,195-10,16.98,"19,500",2014,2022,37.5754421,127.0018467,홍익대학교 대학로캠퍼스,113,종로5가역 1호선,496,롯데슈퍼프레시 대학로점,650,알 수 없음,11110120284458,1,13
내수동,경희궁의아침3단지,3,72,150.48,"200,000",2004,2022,37.5735980,126.9720984,서울덕수초등학교,592,경복궁역 3호선,282,서서울농협하나로마트 사직점,223,쌍용,11110100248193,1,16
효제동,포레스트힐시티,6,65-2,16.672,"19,000",2017,2022,37.5742239,127.0018283,서울효제초등학교,160,종로5가역 1호선,361,롯데슈퍼프레시 대학로점,780,알 수 없음,11110120347328,1,14
연건동,이화에수풀,11,195-10,16.98,"19,000",2014,2022,37.5754421,127.0018467,홍익대학교 대학로캠퍼스,113,종로5가역 1호선,496,롯데슈퍼프레시 대학로점,650,알 수 없음,11110120284458,1,13
숭인동,주숭보아파트,6,535,59.9,"44,750",2000,2022,37.5784536,127.0205179,대광초등학교,287,신설동역 우이신설선,317,GS더프레시 성북보문점,249,알 수 없음,11110100248213,1,6
숭인동,종로아인스빌,12,1392-1,12.15,"10,500",2013,2022,37.5735721,127.0227340,서울장로회신학,130,신설동역 2호선,236,이마트 청계천점,260,청오건설주식회사,11110120180968,1,15
숭인동,동문타운,-1,181-105,59.56,"54,000",2000,2022,37.5767296,127.0197179,서울장로회신학,334,신설동역 우이신설선,309,GS더프레시 성북보문점,407,알 수 없음,11110100000049,1,5
숭인동,종로센트레빌,11,2-1,84.92,"109,000",2008,2022,37.5809832,127.0159311,서울명신초등학교,165,창신역 6호선,182,GS더프레시 성북보문점,282,동부건설,11110120096301,6,12
무악동,현대,6,82,60,"103,000",2000,2022,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
숭인동,숭인한양LEEPS,4,1421-2,12.78,"11,900",2014,2022,37.5736251,127.0223827,서울장로회신학,125,신설동역 2호선,259,이마트 청계천점,257,한양건설,11110120287170,1,11
숭인동,종로센트레빌,11,2-1,59.92,"95,000",2008,2022,37.5809832,127.0159311,서울명신초등학교,165,창신역 6호선,182,GS더프레시 성북보문점,282,동부건설,11110120096301,6,12
신영동,대아파크빌,3,254,59.22,"45,000",1998,2022,37.6055355,126.9603335,서울세검정초등학교,280,,,GS더프레시 종로구기점,220,알 수 없음,11110100000090,1,14
창신동,창신쌍용2,7,703,54.7,"67,500",1993,2022,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,11110100050202,7,13
명륜2가,아남1,13,4,84.9,"122,000",1995,2022,37.5855466,126.9994103,동성중학교,279,혜화역 4호선,448,홈플러스익스프레스 명륜2점,95,알 수 없음,11110100000026,3,20
무악동,인왕산아이파크,8,60,84.858,"135,000",2008,2022,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,11110120090893,17,15
무악동,현대,6,82,60,"103,000",2000,2022,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,11110100000094,12,13
숭인동,삼전솔하임4차,15,318-2,15.09,"11,800",2014,2022,37.5713352,127.0167111,오디세이학교,147,동묘앞역 6호선,127,홈플러스익스프레스 숭인점,277,삼전건설,11110120290673,1,17
교북동,경희궁자이(4단지),14,126,45.879,"108,000",2017,2022,37.5715566,126.9614259,대신고등학교,219,독립문역 3호선,447,농협하나로유통 풍기인삼하나로마트 서대문점,151,GS건설,11110120356297,3,19
익선동,현대뜨레비앙,3,55,46.64,"35,000",2003,2022,37.5751303,126.9900570,서울교동초등학교,168,종로3가역 5호선,283,,,현대건설,11110100051191,1,9
교북동,경희궁자이(4단지),16,126,45.879,"115,000",2017,2022,37.5715566,126.9614259,대신고등학교,219,독립문역 3호선,447,농협하나로유통 풍기인삼하나로마트 서대문점,151,GS건설,11110120356297,3,19
홍파동,경희궁자이(2단지),9,199,84.8359,"199,000",2017,2022,37.5708395,126.9635590,서울금화초등학교,226,서대문역 5호선,626,풍기인삼농협 하나로미니 독립문점,82,GS건설,11110120348218,14,21
평창동,삼성,1,596,84.93,"78,000",1998,2022,37.6109361,126.9786911,,,,,GS더프레시 종로평창점,979,알 수 없음,11110100000077,2,15
교북동,경희궁자이(4단지),7,126,37.2635,"91,000",2017,2022,37.5715566,126.9614259,대신고등학교,219,독립문역 3호선,447,농협하나로유통 풍기인삼하나로마트 서대문점,151,GS건설,11110120356297,3,19
숭인동,종로센트레빌,8,2-1,59.92,"89,800",2008,2022,37.5809832,127.0159311,서울명신초등학교,165,창신역 6호선,182,GS더프레시 성북보문점,282,동부건설,11110120096301,6,12
무악동,인왕산아이파크,3,60,84.858,"134,500",2008,2022,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,11110120090893,17,15
창신동,창신쌍용2,8,703,54.7,"70,700",1993,2022,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,11110100050202,7,13
평창동,벽산블루밍평창힐스,4,45,152.06,"155,000",2004,2022,37.6081443,126.9737587,서울예술고등학교,516,,,GS더프레시 종로평창점,454,벽산엔지니어링,11110100248227,3,5
창신동,창신쌍용2,1,703,64.66,"69,000",1993,2022,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,11110100050202,7,13
숭인동,오성,3,888,56.66,"28,000",1997,2022,37.5773264,127.0200501,서울장로회신학,362,신설동역 우이신설선,291,GS더프레시 성북보문점,349,알 수 없음,11110100000053,1,5
사직동,광화문스페이스본(101동~105동),7,9,158.99,"173,000",2008,2022,37.5744263,126.9689015,서울매동초등학교,390,경복궁역 3호선,450,서서울농협하나로마트 사직점,101,풍림산업,11110120085968,5,14
명륜2가,아남2,2,236,59.4,"87,000",1996,2022,37.5861417,126.9987300,동성중학교,342,혜화역 4호선,536,홈플러스익스프레스 명륜점,145,알 수 없음,11110100050239,1,9
무악동,인왕산아이파크,15,60,157.289,"241,000",2008,2022,37.5770089,126.9574493,서울독립문초등학교,390,독립문역 3호선,284,GS더프레시 무악현대점,329,HDC현대산업개발,11110120090893,17,15
숭인동,종로청계힐스테이트,6,766,114.7153,"121,500",2009,2022,37.5760349,127.0211589,서울장로회신학,189,신설동역 우이신설선,189,GS더프레시 성북보문점,516,현대건설,11110120113622,6,13
내수동,경희궁의아침4단지,14,73,124.17,"185,000",2004,2022,37.5726327,126.9722416,서울덕수초등학교,489,경복궁역 3호선,374,서서울농협하나로마트 사직점,304,쌍용,11110100248194,1,16
교북동,경희궁자이(4단지),8,126,45.879,"114,000",2017,2022,37.5715566,126.9614259,대신고등학교,219,독립문역 3호선,447,농협하나로유통 풍기인삼하나로마트 서대문점,151,GS건설,11110120356297,3,19
숭인동,종로청계힐스테이트,17,766,59.9426,"92,000",2009,2022,37.5760349,127.0211589,서울장로회신학,189,신설동역 우이신설선,189,GS더프레시 성북보문점,516,현대건설,11110120113622,6,13
창신동,창신쌍용1,9,702,79.87,"89,700",1992,2022,37.5805198,127.0140202,서울명신초등학교,128,창신역 6호선,166,GS더프레시 성북보문점,442,알 수 없음,11110100000039,5,14
평동,경희궁자이(3단지),15,233,84.614,"215,000",2017,2022,37.5686050,126.9660555,서울금화초등학교,266,서대문역 5호선,320,하나로마트 서대문점,349,GS건설,11110120348219,8,20
